Company Name,Stand Info,Country,Description,Skills
Logistiqa,"Stand No - 9G-29, Hall No - Hall 9",Morocco,"Our company offers a B2B SaaS platform with embedded fintech and logistics solutions, integrating with external platforms for MSMEs in sectors like agriculture, cosmetics, goods trading, and artisanal goods in Morocco, with plans to expand to MENA and the rest of Africa. Key features include: Simplified Onboarding: Easy and fast onboarding with a user-friendly interface and minimal requirements. Order Management System Inventory Optimization Spending and Purchase Management Treasury Management Management of Unpaid Invoices Competitive Transport Pricing Through Aggregation Cloud-based SaaS Platform: Accessible from anywhere, supporting multi-language options and various devices. Community Building and Best Practices Sharing Analytics and Reporting: Insights into logistics operations for data-driven decisions and performance tracking. Blockchain and Trade Finance: Collaborating with research centers to integrate ‘Tiqa’ (trust) into the entire supply chain for MSMEs.",No categories available
Logitech FZ-LLC,"Stand No - 3C-20, Hall No - Hall 3",Switzerland,"Logitech helps all people pursue their passions and is committed to doing so in a way that is good for people and the planet. We design hardware and software solutions that help businesses thrive and bring people together when working, creating, gaming and streaming. Founded in 1981 and headquartered in Lausanne, Switzerland, Logitech International is a Swiss public company listed on the SIX Swiss Exchange (LOGN) and on the Nasdaq Global Select Market (LOGI). Find Logitech and more of its business products and enterprise solutions at www.logitech.com/business,  the company blog, Logitech Business or @LogitechBiz","Smart Cities, HealthTech, Education Tech, Consumer Tech, Smart Home & Smart Workplace, 5G & Telecommunications, Video, Audio Systems & Equipment, Communication Equipment, Video Systems & Equipment, EdTech & Smart Classroom Solution, Video for learning, Medical Manufacturer, Digital Health Solutions"
Lopworks Limited,"Stand No - 8G-18, 8G-19, Hall No - Hall 8",Nigeria,"Lopworks Limited is an IT Solutions company adept at IT consulting, system and integration. After almost 20 years of operation, we are shifting our focus mostly to developing a few critical business applications and delivering select consulting engagements.. For several years, we have provided services to small, medium and large enterprises in different market verticals including finance, education, engineering, public services and professional services. Our team is comprised of experts in various fields of information technology. Based on our combined years of experience, coupled with continuous training to keep up with emerging technologies, we pride on having a high calibre of resources that successfully delivered projects involving various bespoke technologies. Our technology focus is broadly classified into Business Applications, Hardware Platforms and Network Infrastructure.",No categories available
Loymax LLC,"Stand No - 3D-20, Hall No - Hall 3",Russian Federation,"Founded in 2010 Loymax is a developer of loyalty management and marketing automation platform. Our products include a CRM, loyalty management platform, campaign manager and an analytical module for complex analysis of business processes. Nowadays Loymax is a global company with 5 offices and more than 150 employees, offering 2000+ promo combinations and servicing 50 million loyalty cards with 1.9 billion receipts in the system. Medium and enterprise-level companies in 7 different business areas have their loyalty programs running on Loymax`s software.","Digital Finance, Media, Marketing & Advertising Tech, Blockchain, Loyalty, Customer Relationship & Experience Management - CRM & CEM, Email Marketing, Marketing Automation, Personalization, Tracking & Targeting (CDP, CPP)"
Luckystar,"Stand No - 6E-2, Hall No - Hall 6",China,"Shenzhen Luckystar Technology Co.,Ltd founded in 1999, is a manufacturing base that integrates R&D,production and sales, our products include projectors, laptops and tablet PC. Customers are from Asia, Europe, North America, the Middle East and so on, more than 60 countries and regions. Luckstar brings together a large number of experts in digital electronic products and establishes a long-term relationship of cooperation with the University of Science and Technology of China Guangdong University of Technology and other units. We have passed ISO9002, IS014000, TS16949, ROHS, and other international certifications. Our factory covers an area of 100,000 square meters and has more than 600 employees. It has 10 assembly lines and 6 high-speed SMT lines, with annual output reaching 5,000,000 units. Our products have core independent intellectual property rights, get 20 patents of electronic design, and 10 software copyright.","Consumer Tech, Smart Home & Smart Workplace, Communication Equipment, Computer and Mobile Hardware, Storage & Peripherals, Digital Imaging Equipment, Tablets / Laptops, Telecommunication"
LukaPharma,"Stand No - 17B-82, Hall No - Hall 17","Congo, Democratic Republic Of The","We are developing LukaPharma, a mobile application that will help patients (or their carers) save time when searching for medicines (particularly rare drugs) by showing them in less than 6 minutes the nearest approved pharmacy where their medicines are available at the best price. The application will enable users to pay remotely and have their medication delivered, as well as to ask a pharmacist for advice in complete privacy. This will help prevent complications linked to late medication intake and reduce healthcare costs. For pharmacists, LukaPharma is a reference tool that helps to increase their visibility and recognition among the general public, thereby increasing their sales.",No categories available
Lupiya,"Stand No - 8O-06, Hall No - Hall 8",Zambia,"Lupiya has developed a pioneering credit-first and AI driven neobank that fundamentally transforms access to financial services in Africa. Our platform offers a comprehensive suite of online financial products, including easily accessible loans, peer-to-peer investment opportunities, and versatile payment solutions. This approach directly addresses the inefficiencies and accessibility challenges in the current financial landscape.",No categories available
LuxLighting,"Stand No - 14E-14, Hall No - Hall 14",Morocco,"LUX LIGHTING, is the leading Moroccan manufacturer specialized in design, production, and marketing of luminaires and projectors for road, architectural, sports and large-space lighting. Equipped with the latest generation automated equipment, ensuring high level of quality and productivity unparalleled at both the national and African levels, Lux Lighting offers a multi-year warranty on its products and solutions. LUX LIGHTING is a member of the Zhaga consortium and has a laboratory for the required normative tests. The company is strongly committed to high quality local development with a total mastery of new technologies based on LED sources and associated software ensuring the best energy performances.","Smart Cities, Efficient Lighting, Facilities Management, Government Authorities & Municipalities, Smart Digitial IoT Technology"
Machine Learning 1,"Stand No - 21C-01, Hall No - Hall 21",United Kingdom,"A company started by 3 Data Scientists , ML1 is a pioneer is AI product development. Our recent products and models have been accessed by more than 5 million users.","Artificial Intelligence, Computer Vision, Deep Learning Platforms, Facial / Iris Recognition, Machine Learning, Natural Language Processing (NLP)"
MAG Group,"Stand No - 21A-13, Hall No - Hall 21",Nigeria,Group of affiliates,No categories available
Magica Software,"Stand No - 17B-71, Hall No - Hall 17",Morocco,"GestiCab is an innovative software solution for medical management, streamlining operations for clinics and offices in Morocco, and Africa.","HealthTech, Cloud Services, Artificial Intelligence, Software Services, Incubator/Accelerator/Investment, Neural Networks, Cloud Management Platform, Data as a Service - DAAS, Enterprise Resource Planning - ERP, Software as a Service - SaaS, Healthcare Investor, Application integration and infrastructure, Business Process Management"
Magicmind Technologies Limited,"Stand No - 5A-4, Hall No - Hall 5",United States of America,"Magicminds: Empowering Solutions & Services – Bridging the Gap with Excellence. Headquartered in the USA with global footprints spanning across India and Australia, Magicminds stands as a frontrunner in custom software solutions and digital marketing solutions & services. Our dynamic and dedicated team of developers & marketers collaboratively work to transform your vision into tangible success. With a passionate team excelling in mobile & web apps, digital marketing services, and the avant-garde world of AI & Blockchain, we've become the trusted ally for startups & global enterprises. Partner with us and centralize cutting-edge digital prowess in your business, unlocking new horizons of innovation.",No categories available
Magna Worldwide,"Stand No - 21F-13, Hall No - Hall 21",Morocco,"Magna envisions a future where African cities thrive not just economically, but in the overall well-being of their residents. We spearhead this transformation with Magna, a revolutionary hyperlocal, on-demand super app. This platform seamlessly connects individuals to a comprehensive suite of services, fostering a vibrant ecosystem of wellness and care, from the comfort of their homes. Magna is a multi-sided platform that connects four distinct groups of user: customers, vendors, delivery personnel, and professionals offering both goods delivery and professional booking within a single app. By facilitating transactions and interactions between these groups, Magna creates value for each of them, making our platform inherently sticky.","Incubator/Accelerator/Investment, Smart Cities, Networking & Infrastructure, HealthTech, Government, Bridges, Smart Building & Infrastructure & Materials"
Maharat.ma,"Stand No - 21G-27, Hall No - Hall 21",Morocco,"Maharat is an AI-powered recruitment platform that transforms talent management. By leveraging cutting-edge artificial intelligence, Maharat streamlines the hiring process to quickly and efficiently find the best candidates. Our platform provides robust tools for ongoing talent management, enhancing productivity and growth. Gain valuable workforce insights for data-driven decisions that boost efficiency and unlock your team's full potential. Whether you're a small business or a large enterprise, Maharat offers scalable solutions tailored to your needs. Experience the future of recruitment and talent management with Maharat, driving exceptional efficiency, productivity, and growth.",No categories available
MAJAR,"Stand No - 6B-50, Hall No - Hall 6",Greece,"MAJAR - MATZARIDIS Bros SA is one of the largest distributing company of several world leading brands for South East Europe and we maintain an extensive network of business partners and sub dealers throughout 32 countries with dynamic local channels networks. We offer brands including Bosch, Siemens, Neff, Miele, Philips, Samsung, LG, Liebherr, Fujitsu, Midea, Fisher & Paykel, Delonghi, Krups, Rowenta, Apple, Dell, Mitsubishi, Daikin, Toshiba, Gaggenau, Kenwood, Electrolux, AEG, Whirlpool, Zanussi, Indesit, BOSE, SONOS, B&W, Pioneer, Yamaha, MAG, DYSON, Huawei, Xiaomi, and many other leading global brands!","Retail Tech, Digital Signage - AV Specialists, Digital Signage - Digital Menu Boards, Digital Signage - LED Signage, Digital Signage - Projectors, Digital Signage - Screen Manufacturer, Digital Signage - Totems, Digital Signage - Video Walls"
Mamdoo,"Stand No - 8M-47, Hall No - Hall 8",Guinea,"Mamdoo is the future of ride-hailing in Africa. Unlike global giants, who spend millions to buy their way into the market, Mamdoo is built from the ground up with a deep understanding of the unique African landscape. We know that Africa is different, and success here requires more than just financial investment—it demands insight, empathy, and a tailored approach. Mamdoo isn't just another ride-hailing app; it aims to be a super app designed to meet the diverse needs of the African people. Our mission is clear: to become Africa's leading super app by prioritizing local needs and preferences. With cutting-edge technology, unparalleled safety measures, and a user-friendly interface, Mamdoo ensures reliability and convenience for every user. Join us in redefining Africa's mobility landscape. Invest in Mamdoo and be part of the journey to unlock the true potential of the African market, where understanding precedes success.",No categories available
ManageEngine,"Stand No - 4C-10, Hall No - Hall 4",India,"As the enterprise IT management division of Zoho Corp., ManageEngine empowers you to take control of your IT, from your security, networks, and servers to your applications, service desk, Active Directory, desktops, and mobile devices.",No categories available
MANAGEO,"Stand No - 9B-15,9B-16, Hall No - Hall 9",Morocco,"Manageo is a cloud based software dedicated to revolutionizing how small and medium-sized enterprises (SMEs) manage their business operations. it's a one-stop solution for all essential business functions, including invoicing, customer relationship management , sales, purchases, inventory management and beyond. At Manageo, we understand the unique challenges faced by SMEs in navigating complex operational tasks while striving for growth and success. With Manageo, SMEs can centralize their workflows, eliminate manual processes, and gain valuable insights to make informed decisions. Our feature-rich platform encompasses a wide range of functionalities tailored to meet the diverse needs of SMEs. From creating and sending invoices to managing customer relationships, tracking sales performance, optimizing purchasing processes and inventory management Manageo offers a holistic solution designed to enhance efficiency and productivity.",No categories available
Maphar/Parsys Télémédecine,"Stand No - 17B-15, Hall No - Hall 17",France,"Our mission at Parsys Telemedicine is to bring everyone the best healthcare access, whatever the situation. Anyone isolated, facing a medical emergency or subject to a certain vulnerability must be able to receive adequate medical support. This is why we have been developing, since 2010, telemedicine solutions adapted to these delicate situations. We generally equip: - hospitals - home care services - city healthcare professionals (GPs, nurses…) - emergency services - remote sites (ships, oil and gas rigs, mines…) - NGOs - occupational medicine Our solutions: - telemedicine hardcases, carts and backpacks, with connected medical devices and a secure medical videoconference platform - patented electrocardiographs - a secure cloud, for medical data sharing to any remote doctor About us: - 40 employees, including 20 engineers, based in France - a 400 sq.m technical center in Vincennes (next to Paris) - 5 international protected patents - CE Medical 0459 and ISO 13485 certifications","HealthTech, Consumer Tech, Smart Home & Smart Workplace, Coding and Development, Cloud Services, Artificial Intelligence, AI-optimized Hardware, Cloud Management & Optimisation, Cloud Management Platform, Consultancy, Platform as a Service - PaaS, Private Cloud, Software as a Service - SaaS, Storage, Total Solution Provider, Backend Development, Cloud Computing, Devops, Frontend Development, Leisure, Health & Lifestyle Wearables, Community Health Services, Dealers and Distributors Healthcare, Government, Healthcare Consultancy Service, Healthcare Investor, Healthcare IT, Laboratory Technology, Medical Manufacturer, Medical Practice, Medical Travel, Other Business"
Mariages.io,"Stand No - 21F-22, Hall No - Hall 21",Morocco,"Revolutionize the wedding industry with two applications. For professionals, it offers a complete management tool between CRM and simplified customer management, online payment and digital visibility, and for couples, simplified planning with several free features, such as the choice of providers from the largest database available, expense management, guest management ...","Software Services, Media, Marketing & Advertising Tech, Digital Marketing, Event Management, Media Publishing, Performance Marketing, Social Media Management & Monitoring, CRM (Customer Relationship Management) Software, Mobile Applications, Procurement Software"
MarketPro,"Stand No - 21C-01, Hall No - Hall 21",Pakistan,"Market Pro is a hybrid marketing agency with in-house creative teams providing state-of-the-art marketing solutions to local and global businesses. We help businesses achieve explosive growth in the competitive world of SaaS and DaaS. We're a marketing powerhouse, blending cutting-edge MarTech and AdTech with the creative brilliance of our teams. Our Company doesn't believe in cookie-cutter solutions – our customized marketing strategies are designed for specific niches, regardless of the company's size or location. Our company takes immense pride in offering customized marketing and branding solutions according to the client's niche without prejudice toward the business’s size, maintaining flexibility and transparency. At Market Pro, goals are defined in numbers with clear ROI. We offer a marketing solution that provides a bird' s-eye view of the whole marketing landscape of a business.","Creative Economy, Media, Marketing & Advertising Tech, Gaming, Education Tech, Ecommerce, Advertising, Publishing, Research and Development, Software, Video, Web App, Design and Development, Animation & Simulation, Content development and design, Content libraries, Institute Marketing & Branding Services, Performance management, Publishing & E-Content / Digital Library, Translation services, Video for learning, Animation, Marketing / Advertising, AdTech, Audio, Pod Casts & Video Marketing, Brand Safety, Branding & Design, Content Creation, Content Marketing, Creativity & Design, Digital Marketing, Email Marketing, Interactive Marketing, Marketing Automation, Media Publishing, Performance Marketing, Social Media Management & Monitoring, Sustainability & Green Economy, Tracking & Targeting (CDP, CPP), UX & UI"
marKoub.ma,"Stand No - 21G-17, Hall No - Hall 21",Morocco,"MarKoub.ma is the pioneering online bus ticketing platform in Morocco and Africa. Partnering with more than 90 of the best local bus companies, we empower travelers with the flexibility to select their optimal journey options and swiftly book tickets at the most competitive prices. Through the seamless integration of technology, MarKoub.ma offers a user-friendly interface where customers can effortlessly browse, compare, and book intercity bus tickets online. This convenience extends beyond the booking process, as the platform continues to support users throughout their travel experience, ensuring a smooth journey from start to finish.","Future Mobility & Transportation, Mobility As A Service - Maas, Payments & Ticketing"
MAROC DATACENTER - MDC,"Stand No - 12B-60, Hall No - Hall 12",Morocco,"MDC is a Moroccan company that provides exclusive IT Datacenter services, encompassing both public and private Cloud & Managed services. Based in Temara in proximity to Rabat, the company empowers major Moroccan enterprises from both the public & private sectors with indispensable and scalable IT services essential for their operations, spanning from basic colocation to fully managed hosting and advanced cloud computing infrastructures. We strategically designed MDC to adapt to the ever-evolving demands of the digital era. Its Tier-III Datacenter features high-speed fiber-optic connectivity, highly efficient cooling infrastructure, bleeding-edge uninterruptible power systems, and on-site backup power generation, all operated by expert hands 24/7 to guarantee optimal service.","Data Centres, Co-location, Consultancy, Data Building & Verification, Data Centre Infrastructure Management, Data Management Solutions, Data Warehousing, Disaster Recovery, Security - Data & Virtual"
MAROC SCHOOL BUS,"Stand No - 9G-23, Hall No - Hall 9",Morocco,"Maroc School Bus offers a comprehensive solution that revolutionizes school transportation management with an innovative approach, combining simplicity, optimization, and safety, thereby enhancing the experience of all stakeholders involved. Our solution addresses the major challenges of school transportation in MOROCCO: - Student Safety: Ensuring the safety of students during their daily journeys. - Route and Schedule Management: Designing efficient routes and bus schedules tailored to students' needs. - Costs: Optimizing costs by improving overall transportation performance. - Human Resources Management: Better managing conflicts and assignments through improved visibility of routes. - Parent Experience: Providing a better experience for parents through real-time tracking and approaching notifications. - Brand Image: Enhancing the school's image by showcasing the use of new technologies.","Cloud Services, Coding and Development, Applications including Development, Deployment & Design, Software as a Service - SaaS, Total Solution Provider, Backend Development, Cloud Computing, Devops, Enterprise Applications, Frontend Development, Java, Web Development"
Marrakech launchpad,"Stand No - 9L-37,9L-38, Hall No - Hall 9",France,"Marrakech Launchpad is an incubator and a clear roadmap. CEO Aziz Kemiha, a systems architect, led digital transformations in Europe, including at IBM and Bosch. They promote startup incubation in Marrakech. Their first SaaS project, Teamshifts.io, streamlines work organization for field and sales teams. Integrating planning, team, and sales management, it differs from conventional methods. Automating quotes, invoices, and administrative tasks, it offers time savings and efficiency. Based in Paris and Marrakech, Teamshifts.io aims for a strong international presence, launching at Gitex Africa 2024.We use an intelligent agenda interconnected with company resources. From the agenda, tasks are created, and resources, workers, products, services, customers, and custumers' locations. It automatically generates quotes, invoices, purchase orders, final invoices, and a breakdown of each agent's working hours. payment method, clients can suggest future tasks. Operational margin is calculated","Incubator/Accelerator/Investment, Software Services, Retail Tech, Coding and Development, 3D Printing & Printing Services, Cloud Computing, Customer Experience & Retention - CRM Systems, Industrial 3D Printing, Business Process Management, CRM (Customer Relationship Management) Software"
Marrakech-Safi Regional Investment Center,"Stand No - 14B-45, Hall No - Hall 14",Morocco,"The Marrakech-Safi Regional Investment Center is a public institution focused on implementing state policies for regional development, incentives, promotion, and investment attraction, while also providing comprehensive support for businesses, especially SMEs and micro-enterprises.",Incubator/Accelerator/Investment
Marses Robotic Solutions,"Stand No - 15B-40, Hall No - Hall 15",Egypt,"MARSES is the leading company in Robotics, Industrial Automation, and AI-based solutions in the MENA Region. Since MARSES was established in 2018, we have been pioneering the transformation of industries across the MENA Region with our Mobile Autonomous Robotics and Smart Enhanced Solutions. With headquarters in Egypt and a GCC Regional Hub in the UAE.",No categories available
Massinart,"Stand No - 9G-32, Hall No - Hall 9",Morocco,MASSINART SARL created on 2020,No categories available
MASTERY,"Stand No - 8P-30, Hall No - Hall 8",Morocco,"Traditional GPS tracking often involves manually reviewing data and system-generated reports. This process includes tracking the location, speed, route, and stop durations of vehicles or assets. Systems may also provide alerts for events like vehicles leaving designated areas or prolonged stops. Some operations use human operators to monitor these in real time. Mastery enhances fleet management with advanced features to improve efficiency and decision-making. Our platform includes predictive analytics to anticipate issues, real-time monitoring for immediate responses, and automated management to streamline operations. Advanced reporting tools turn complex data into clear insights, while smart security features alert to tampering or theft. By integrating these technologies, Mastery leads to more effective fleet management, better decision-making, operational cost savings, and increased profitability. Our approach helps businesses leverage technology to stay competitive and successful.","Internet of Things (IOT), Artificial Intelligence, Data Extraction, Neural Networks, Application Development, Artificial Intelligence, Connectivity Modules, Data Analytics, IoT Solutions, Telemetry"
Mathscan,"Stand No - 21E-03, Hall No - Hall 21",Morocco,"Mathematics by nature is an interconnected subject. A small skills gap quickly becomes a gaping hole as new concepts are introduced. Thus, many low confident, frustrated and disengaged students are left behind every year. MATHSCAN is an edtech web platform that: 1. For students: identifies, with an AI based diagnostic, accumulated k12 students' math gaps and offers a faster skills mastery by generating a personalized remediation process, then continuously supports them in their math journey. 2. For educators: saves several hours a week on everything related to assignments while empowering them with actionable data for better decision-making.","Education Tech, Animation & Simulation, Artificial Intelligence & IOT, Assessment and testing, Blended learning, Collaborative learning and technology, Content development and design, Didactics System & Pneumatics, EdTech & Smart Classroom Solution, Educational Support & Other Service, Mobile learning solutions, Smart Class Room Solution, STEAM Education & Robotics, Video for learning"
Maua Mazuri,"Stand No - 8N-08, Hall No - Hall 8",Tanzania,"‘Maua – Mazuri’ a Swahili word for ‘Beautiful Plants’ is a ‘Purpose-before-Profit’ company based on the slopes of Kilimanjaro, in Tanzania, specializing in technologically advanced Tissue Culture (TC) Technology farming method also known as Micropropagation By providing such superior planting material we are preparing the East African market for commercial farming and true food security. We are dedicated to empowering smallholder farmers with a viable pathway out of poverty.","Digital Finance, Education Tech, AgriTech & FoodTech, Agriculture 4.0 (Crop Production and Livestock), Biotechnology, Climate-Smart Agriculture, Organic Agriculture, Banking Solutions, Coaching and mentoring"
MAURITECH DIGITAL,"Stand No - 7A-20, Hall No - Hall 7",Mauritania,"Our agency offers a comprehensive range of digital marketing solutions designed to meet the diverse needs of both businesses and individuals. We also provide a variety of services, including: Digital strategy Website and app creation UX design E-commerce SEO Digital Advertising Google Ads Social media Ads Google Analytics Automation Cybersecurity. At Mauritech Digital Group, we are more than just a digital marketing agency. we are passionate innovators dedicated to elevating brands to new digital heights thanks to NOCODE. Specializing in digital strategy, website and app creation, as well as digital advertising on platforms such as Meta Ads and Google Ads, Native ads we are committed to delivering customized and innovative solutions that set our clients apart from the competition. Our dynamic team combines sharp technical expertise with boundless creativity to create campaigns that captivate, convert, and inspire.","Creative Economy, Retail Tech, Ecommerce, Coding and Development, Big Data & Analytics, Dashboard, Data Analytics, Digital Transformation, Web Development, Advertising, Design, Security / Cybersecurity, Training / Recruitment, Web App, Design and Development, E-commerce & M-commerce - Digital Shopper Analytics & Engagement, Platforms"
Mawitessia,"Stand No - 21G-10, Hall No - Hall 21",Morocco,"Mawitessia, a joint venture between MAWI DNA Technologies and BIOTESSIA, is revolutionizing biotechnology in Africa. Established in 2022 in Morocco, our state-of-the-art facility manufactures cutting-edge biosampling kits designed for early diagnosis in human, animal, and soil health. Our unique products allow high-quality sample collection without a cold chain, reducing costs and enhancing accessibility. Committed to supporting health sovereignty under the One Health approach, Mawitessia leverages AI technology to provide fast, cost-effective solutions tailored to the needs of farmers and healthcare providers across the continent. As part of our mission, we aim to increase availability, affordability, and accessibility of healthcare and agricultural diagnostics, making a significant impact on the well-being of communities and the environment.",No categories available
Mawnor,"Stand No - 21H-19, Hall No - Hall 21",Morocco,"At Mawnor, we're pioneering the future of water accessibility with our state-of-the-art water machines. These machines aren't just cutting-edge in their technology, they're a beacon of hope for communities worldwide, ensuring that access to clean, safe water isn't a privilege, but a standard. Embedded within our innovation is a unique blend of tradition and technology: we proudly introduce the first Moroccan-made AWG (Atmospheric Water Generator) machine, designed in the form of a traditional fountain adorned with Moroccan zellij. This design not only pays homage to our rich cultural heritage but also incorporates IoT sensors and AI technology, making our AWGs smart, efficient, and a symbol of Moroccan ingenuity.","Sustainability & Green Climate - Tech, Energy Management & Sustainability, Environmental Solutions - Water"
Maxtop,"Stand No - 6E-9, Hall No - Hall 6",China,"Maxtop was founded in 2012, a professional OEM&ODM manufacturer for smart watches and IOT related device, integrating with design, production, marketing and service. With advanced technology and standardized management, Maxtop is always in the leading position at home and abroad. With strong R&D team, We have enough ability to do software & hardware design and APP development. We can realize your ideas into real products. Our OEM&ODM  services are well received by many famous clients such as Walmart, Disney, Target, ALDI, Mediamarkt, Flipkart, DNS,etc. Our factory covers an area of 5000m2 dust-free workshop with 9 production lines and 300 workers. Owing to advanced equipment and abundance of technical power, the annual production capacity of smart watch&band exceeds 6 million units. Our factory also get BSCI, Walmart ID and ISO9001.2008.","Mobile Accessories & Peripherals, Internet of Things (IOT), Consumer Tech, Smart Home & Smart Workplace, Wearables, Wearables, Wearables - Smart watches, Wearables - Wearables electronics"
McKinsey & Company,Stand No - Executive briefings,United States of America,"McKinsey is a global management consulting firm committed to helping organizations accelerate sustainable and inclusive growth. We work with clients across the private, public, and social sectors to solve complex problems and create positive change for all their stakeholders. We combine bold strategies and transformative technologies to help organizations innovate more sustainably, achieve lasting gains in performance, and build workforces that will thrive for this generation and the next.","Blockchain, Big Data & Analytics, Artificial Intelligence, AgriTech & FoodTech, 5G & Telecommunications, Mobile Telecommunications & 5G, Agri-Data and Analytics, Cloud Solutions, Data Management, Green Productivity, Chatbots / Virtual Assistant, Humanoids & Humanoid Robots, Machine Learning, Planning and Optimization, Analytics as a service, Artificial Intelligence, Business Intelligence, Cloud Solutions, Data Analytics, Data Governance, Compliance & Security, Mobile Technology, Artificial Intelligence, Big Data / Digitisation / Analytics"
MCS Engineering,"Stand No - 5D-50, Hall No - Hall 5",Morocco,"Créée en 2004, MCS ENGINEERING a réussi le pari de devenir un partenaire privilégié dans les métiers de l’Informatique industrielle, Acquisition de données et Transport de l’information, des industries de toutes tailles, de la PME aux groupes nationaux. Notre entreprise s’est diversifiée sur plusieurs activités qu’elle maîtrise parfaitement et qui joue un rôle nécessaire dans votre activité. Nous vous aiderons à mieux gérer votre entreprise en vous proposant des solutions adéquates à des problématiques diverses. MCS ENGINEERING présente ses services en Automatismes industriels et robotique, automatisation, supervision, et gestion de réseaux (énergie, fluides…), télécommunications, systèmes d’instrumentation et de contrôle, régulation de procédés industriels, Caméra vidéo surveillance, système d’analyse, réparation matériel de laboratoire, conception et réalisation de salles de contrôle commande. Nous serions heureux d’entrer en relation avec vous et souhaitons recevoir prochainement.","Internet of Things (IOT), Ecommerce, Big Data & Analytics, Artificial Intelligence, AgriTech & FoodTech, Adaptive Irrigation, Agriculture 4.0 (Crop Production and Livestock), AI & Nutrition, Digital control systems, Machine Learning, Optical character recognition (OCR), Pattern Recognition, Dashboard, Data back-up, Data Privacy / Protection, Data Visualisation, eCommerce Software, eLogistics, Risk & Fraud Management, Smart Contracts, Supply Chain Solutions, IoT Solutions, M2M Solutions, Sensors, Smart lighting, Supervisory Control and Data Acquisition (SCADA), Telemetry, Video Analytics"
Mecer Inter-Ed,"Stand No - 4B-25, Hall No - Hall 4",South Africa,"Mecer Inter-Ed is a global award-winning Training Services Provider, providing IT training and certification for multiple accredited international vendors. Based in Johannesburg, South Africa, Mecer Inter-Ed is committed to delivering exceptional training experiences and empowering individuals to navigate their learning process and achieve their career goals. In 2023, Mecer Inter-Ed was recognized as the Global Microsoft Learning Partner of the Year. This prestigious award is a testament to the team’s hard work, dedication, and commitment to delivering innovative solutions and exceptional customer experiences. We prioritize ensuring that our customers understand the learning journey, focusing on the value of upskilling and reskilling by providing a clear path to success. Mecer Inter-Ed is an emerging brand synonymous with robust relationship-building, consistent partner support, and Microsoft collaborative innovations. Dedicated to driving transformation in Africa.","Education Tech, Certification & Licensing, Collaborative learning and technology, Educational Support & Other Service, Learning management infrastructure, methods and systems, Training centre resources, Virtual classroom technology and services"
Mechatronics,"Stand No - 3A-12A, Hall No - Hall 3",Belarus,"Our company is a leading manufacturer of equipment for telematics solutions . Our sensors are used in transport monitoring systems and for mobile and stationary objects monitoring, oil storage facilities, agricultural, special and construction equipment, river and sea vessels, and railway transport. Our main products are liquid level sensors, on-board weighing systems, temperature sensors, fuel flow meters and other telematics sensors. They are designed to prevent fuel theft, prevent axial overloads and monitor various engine parameters, fuel systems and technological processes. Our factory is placed in Vileyka town in Belarus and equipped with CNC machines, 3D-printers and testing equipment. For CAD/PCB design we use modern engineering software. Our products have won some national awards.","Smart Manufacturing, Data Centres, Consumer Tech, Smart Home & Smart Workplace, AgriTech & FoodTech, 5G & Telecommunications, Geospatial Solutions & Services, Marine Communication Equipment & Services, Service Providers, Telecommunication Integration & Equipment Services, Wireless, IoT, Mechanization, Automation & IoT, In-Vehicle Electronics, Fuel & Oil Solutions, Servers & Hardware, Transportation, Warehousing"
MedCo,"Stand No - 9D-27, Hall No - Hall 9",Morocco,"Based on advanced AI algorithms that analyze radiological images (X-Rays, IRM, ...), MedCo offers a solution that is connecting all medical specialties in one powerful diagnostic solution providing detailed insights that facilitate accurate diagnosis that can detect deseas at a very early stage. The solution rapidly analyzes over a thousand medical books to deliver the most suitable suggestive treatment plans in just a few seconds. Diagnosis time per image is reduced from 20 minutes to 20 seconds. This allows doctors to focus on more added value tasks and to offer more time to their patient care. In addition to that, clear, detailed images enable doctors to explain conditions and treatment plans more effectively. That also allows patients to visualize current findings to imagine potential outcomes of medical procedures, fostering a better understanding and acceptance of treatment plans. Our work is currently focused on 3 specialities: dentistry, neurology, pulmonology.",No categories available
Medianova CDN & Cloud Security,"Stand No - 2A-10, Hall No - Hall 2",Türkiye,"Medianova provides global CDN and Cloud security solutions. The Gartner-mentioned company has deep experience in Dynamic Site Caching, Static Content Delivery, Image Optimization, API Caching, Streaming, Hybrid CDN, Cloud Object Storage, Web Application Firewall, and DDoS Protection. With its footprint of 50+ PoPs in 21 countries and a 100% SSD-powered Anycast network, Medianova is one of the fastest, most robust and reliable HTTPS secure CDNs in MENA, as validated by CDNPerf.","Media, Marketing & Advertising Tech, Gaming, Ecommerce, Cyber security, Cloud Services, Cloud Service Provider - CSP, Content Delivery & Management, Cybersecurity, Managed Service Provider - MSP, Private Cloud, Public Cloud, Storage, Cloud Security, Security / Cybersecurity, Cloud Gaming, Broadcasting, Gaming, OTT"
MEDIOT,"Stand No - 16D-1, Hall No - Hall 16",Morocco,"Mediot, Disruptive medical technologies for preventive and advanced medicine",No categories available
